OBJECTID,id,grid_4ha_id,lon,lat,lp_ext_2012,lp_ext_2015,lp_ext_2018,lp_ext_2022,du_cnt_2012,du_cnt_2015,du_cnt_2018,du_cnt_2022,clq_ext_sqm_2012,clq_ext_sqm_2015,clq_ext_sqm_2018,clq_ext_sqm_2022,mlt_ext_sqm_2012,mlt_ext_sqm_2015,mlt_ext_sqm_2018,mlt_ext_sqm_2022,sq_ext_sqm_2012,sq_ext_sqm_2015,sq_ext_sqm_2018,sq_ext_sqm_2022,du_cnt_w_clq_mlt_2012,du_cnt_w_clq_mlt_2015,du_cnt_w_clq_mlt_2018,du_cnt_w_clq_mlt_2022,dens_grs_duha_2012,dens_grs_duha_2015,dens_grs_duha_2018,dens_grs_duha_2022,d_dens_grs_duha_12_15,d_dens_grs_duha_12_18,d_dens_grs_duha_12_22,d_dens_grs_duha_15_18,d_dens_grs_duha_15_22,d_dens_grs_duha_18_22,DISTRICTNA,Shape_Length,Shape_Area
5134,7913,W58D_04_05134,18.44343798,-34.19561585,3064.821867,3064.821867,3064.821867,3064.821867,26,27,27,27,0,10,10,10,0,0,0,0,0,0,0,0,26,27.5,27.5,27.5,6,6,6,6,0,0,0,0,0,0,Southern,800.0000185,40000.00185
5135,7914,W58D_04_05135,18.44560773,-34.19562567,2134.284724,2134.284724,2134.284724,2134.284724,53,54,54,54,24,24,24,39,594,766,766,766,25,0,0,0,74.68275862,81.6137931,81.6137931,82.3637931,13,13,13,13,0,0,0,0,0,0,Southern,800.0000185,40000.00185
5136,7920,W58D_05_05136,18.44777747,-34.19563546,2585.605235,2585.605235,2585.605235,2585.605235,55,56,56,56,0,0,8,8,0,0,0,0,70,85,148,148,55,56,56.4,56.4,13,14,14,14,1,1,1,0,0,0,Southern,799.9999883,39999.99883
5137,7921,W58D_05_05137,18.44994722,-34.1956452,1877.103782,1877.103782,1877.103782,1877.103782,6,4,6,6,0,0,0,0,0,1340,1340,1340,0,36,0,0,6,50.20689655,52.20689655,52.20689655,1,1,1,1,0,0,0,0,0,0,Southern,800.0000185,40000.00185
5212,7751,W58C_03_05212,18.37402011,-34.19347832,952.1273504,952.1273504,1124.202603,1124.202603,11,12,15,19,0,0,16,16,0,0,0,0,0,0,0,0,11,12,15.8,19.8,2,3,3,4,1,1,2,0,1,1,Southern,799.9999883,39999.99883
5213,7752,W58C_03_05213,18.37618977,-34.19348937,1174.02733,1174.02733,1174.02733,1174.02733,9,12,13,13,0,0,37,37,0,0,0,0,0,0,0,0,9,12,14.85,14.85,2,3,3,3,1,1,1,0,0,0,Southern,799.9999582,39999.99582
5226,16363,W58D_01_05226,18.40439547,-34.19362955,214221.1944,214221.1944,214221.1944,214221.1944,5,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,10,1,1,1,2,0,0,1,0,1,1,Southern,799.9999582,39999.99582
5228,16362,W58D_01_05228,18.40873483,-34.19365054,12810.55192,12810.55192,12810.55192,12810.55192,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,Southern,799.9999883,39999.99883
5229,16355,W58D_01_05229,18.41090451,-34.19366097,20234.54489,20234.54489,20234.54489,20234.54489,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,Southern,799.9999582,39999.99582
5231,17156,W58D_02_05231,18.41524387,-34.19368173,0,0,0,240871.9576,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Southern,799.9999883,39999.99883
5234,15095,W58D_02_05234,18.42175292,-34.19371258,709.7747863,709.7747863,709.7747863,709.7747863,1,1,1,1,0,0,0,0,0,0,0,0,40,40,40,40,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Southern,799.9999883,39999.99883
5235,7935,W58D_02_05235,18.42392261,-34.19372279,1474.943981,1474.943981,1474.943981,1474.943981,28,31,33,35,0,0,0,0,0,0,0,0,0,0,35,35,28,31,33,35,7,7,8,8,0,1,1,1,1,0,Southern,799.9999883,39999.99883
5236,7936,W58D_03_05236,18.42609229,-34.19373296,877.1014598,877.1014598,877.1014598,877.1014598,41,47,49,49,0,0,22,22,0,0,0,0,17,71,71,71,41,47,50.1,50.1,10,11,12,12,1,2,2,1,1,0,Southern,799.9999582,39999.99582
5237,7934,W58D_03_05237,18.42826198,-34.19374309,5228.514237,5228.514237,5228.514237,5228.514237,14,14,14,14,246,407,788,414,0,566,159,556,0,0,0,16,26.3,53.86724138,58.88275862,53.87241379,3,3,3,3,0,0,0,0,0,0,Southern,799.9999883,39999.99883
5238,7933,W58D_03_05238,18.43043167,-34.19375318,4361.77984,4361.77984,4361.77984,4361.77984,28,29,28,31,0,0,0,53,4344,5006,5006,4430,15,29,29,29,177.7931034,201.6206897,200.6206897,186.4086207,7,7,7,7,0,0,0,0,0,0,Southern,799.9999883,39999.99883
5239,7928,W58D_03_05239,18.43260136,-34.19376323,1519.77079,1519.77079,1519.77079,1519.77079,41,44,43,41,12,19,19,19,191,191,191,638,42,22,22,22,48.1862069,51.5362069,50.5362069,63.95,10,11,10,10,1,0,0,-1,-1,0,Southern,799.9999582,39999.99582
5240,7929,W58D_03_05240,18.43477105,-34.19377325,1155.205728,8388.457314,8388.457314,8388.457314,19,27,30,29,0,0,236,236,957,957,957,1797,0,0,0,0,52,60,74.8,102.7655172,4,6,7,7,2,3,3,1,1,0,Southern,799.9999883,39999.99883
5241,7930,W58D_04_05241,18.43694074,-34.19378323,6642.196035,6642.196035,6642.196035,5297.019082,8,8,8,10,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,10,2,2,2,2,0,0,0,0,0,0,Southern,799.9999883,39999.99883
5242,7924,W58D_04_05242,18.43911044,-34.19379316,4619.288383,4619.288383,4619.288383,4619.288383,19,20,20,20,768,768,768,1316,0,0,0,0,0,0,0,0,57.4,58.4,58.4,85.8,4,5,5,5,1,1,1,0,0,0,Southern,799.9999582,39999.99582
5243,7925,W58D_04_05243,18.44128013,-34.19380306,620.0937096,620.0937096,620.0937096,620.0937096,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,Southern,799.9999883,39999.99883
5246,15780,W58D_05_05246,18.44778922,-34.19383253,0,0,0,2975.887716,0,0,0,1,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,5.172413793,0,0,0,0,0,0,0,0,0,0,Southern,799.9999582,39999.99582
5344,17205,W58D_02_05344,18.42176523,-34.19190967,635.8012063,0,0,0,0,0,0,0,1359,0,0,0,0,0,0,0,0,0,0,0,67.95,0,0,0,0,0,0,0,0,0,0,0,0,0,Southern,800.0000185,40000.00185
5345,15866,W58D_02_05345,18.42393487,-34.19191988,55603.55596,55603.55596,55603.55596,55603.55596,0,0,0,0,11154,16152,16266,16034,0,0,0,0,0,0,0,0,557.7,807.6,813.3,801.7,0,0,0,0,0,0,0,0,0,0,Southern,800.0000185,40000.00185
5346,7937,W58D_03_05346,18.42610451,-34.19193004,448.2031469,448.2031469,448.2031469,448.2031469,3,3,3,3,0,0,0,14,372,372,372,260,0,0,0,0,15.82758621,15.82758621,15.82758621,12.66551724,0,0,0,0,0,0,0,0,0,0,Southern,799.9999883,39999.99883
5347,16965,W58D_03_05347,18.42827415,-34.19194017,956.5098892,10629.52416,10629.52416,10629.52416,4,6,6,6,0,904,904,904,725,725,725,0,0,0,0,0,29,76.2,76.2,51.2,1,1,1,1,0,0,0,0,0,0,Southern,800.0000185,40000.00185
5352,17122,W58D_04_05352,18.43912237,-34.19199025,0,0,413307.684,413307.684,0,0,9,9,0,0,10687,10765,0,0,0,0,0,0,0,0,0,0,543.35,547.25,0,0,2,2,0,2,2,2,2,0,Southern,799.9999883,39999.99883
5367,17172,W18C_04_05367,18.81882334,-34.19313849,60198.62095,60198.62095,0,60198.62095,38,38,0,39,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,39,9,9,0,9,0,-9,0,-9,0,9,Helderberg,800.0000185,40000.00185
5461,16793,W58B_23_05461,18.42611672,-34.19012713,40654.16616,40654.16616,40654.16616,40654.16616,4,5,5,4,38,38,38,558,1884,1884,1884,1836,0,0,0,54,70.86551724,71.86551724,71.86551724,95.21034483,1,1,1,1,0,0,0,0,0,0,Southern,799.9999883,39999.99883
5571,17159,W58B_22_05571,18.4152812,-34.188273,0,0,0,39264.76505,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Southern,799.9999883,39999.99883
5575,15413,W58B_22_05575,18.42395938,-34.18831405,23685.87542,23685.87542,23685.87542,23685.87542,1,1,1,4,0,0,0,25,0,2671,2671,2671,0,0,0,0,1,93.10344828,93.10344828,97.35344828,0,0,0,1,0,0,1,0,1,1,Southern,799.9999883,39999.99883
5576,16841,W58B_23_05576,18.42612893,-34.18832421,2292.197251,2292.197251,2292.197251,2292.197251,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,Southern,799.9999582,39999.99582
5592,16806,W18A_24_05592,18.81883106,-34.1895325,10415.42953,10415.42953,0,10415.42953,0,0,0,0,0,0,0,0,1729,1729,0,1729,0,0,0,0,59.62068966,59.62068966,0,59.62068966,0,0,0,0,0,0,0,0,0,0,Helderberg,799.9999883,39999.99883
5662,10185,W58A_22_05662,18.36322603,-34.18621091,583.0047887,583.0047887,583.0047887,583.0047887,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,Southern,799.9999883,39999.99883
5663,7753,W58A_22_05663,18.3653955,-34.18622215,1441.690175,1441.690175,1441.690175,1441.690175,4,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,5,1,1,1,1,0,0,0,0,0,0,Southern,800.0000185,40000.00185
5669,17246,W58A_23_05669,18.37841234,-34.18628879,0,0,214819.1889,0,0,0,1,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,Southern,800.0000185,40000.00185
5689,7939,W58B_22_05689,18.42180214,-34.18650092,643.9613305,643.9613305,643.9613305,643.9613305,1,1,1,1,0,0,0,0,0,0,0,0,32,32,32,32,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Southern,800.0000185,40000.00185
5690,7938,W58B_22_05690,18.42397164,-34.18651113,3138.700192,3837.964948,3837.964948,3837.964948,39,41,41,40,0,0,0,0,0,0,0,0,24,24,24,24,39,41,41,40,9,10,10,10,1,1,1,0,0,0,Southern,800.0000185,40000.00185
5777,7755,W58A_22_05777,18.36323957,-34.18440802,1486.274538,1486.274538,1486.274538,1486.274538,18,18,18,21,13,13,13,13,0,0,0,0,52,52,52,52,18.65,18.65,18.65,21.65,4,4,4,5,0,0,1,0,1,1,Southern,799.9999883,39999.99883
5778,7754,W58A_22_05778,18.365409,-34.18441926,1413.993833,1413.993833,1413.993833,1413.993833,10,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,12,2,2,2,3,0,0,1,0,1,1,Southern,800.0000185,40000.00185
5780,16365,W58A_22_05780,18.36974785,-34.18444162,0,0,0,214805.5021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Southern,799.9999883,39999.99883
5804,7941,W58B_22_05804,18.42181444,-34.18469801,1038.557165,1038.557165,1038.557165,1038.557165,39,40,39,39,21,21,48,48,0,0,0,0,39,39,39,39,40.05,41.05,41.4,41.4,9,10,9,9,1,0,0,-1,-1,0,Southern,800.0000185,40000.00185
5805,7940,W58B_22_05805,18.42398389,-34.18470821,3422.271528,3422.271528,3422.271528,28184.03861,43,43,43,44,194,194,218,218,0,0,0,0,68,81,33,33,52.7,52.7,53.9,54.9,10,10,10,11,0,0,1,0,1,1,Southern,800.0000185,40000.00185
5891,7757,W58A_22_05891,18.36108374,-34.18259384,1179.722938,1179.722938,1179.722938,1179.722938,3,3,3,3,0,0,0,0,0,0,0,0,22,22,22,22,3,3,3,3,0,0,0,0,0,0,0,0,0,0,Southern,799.9999883,39999.99883
5892,7756,W58A_22_05892,18.36325312,-34.18260512,652.7305874,652.7305874,652.7305874,652.7305874,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,Southern,799.9999582,39999.99582
5916,8315,W58B_22_05916,18.41531852,-34.18286425,329.3960487,329.3960487,329.3960487,329.3960487,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,5,5,5,5,0,0,0,0,0,0,Southern,799.9999883,39999.99883
5920,7942,W58B_22_05920,18.42399615,-34.1829053,644.162197,644.162197,644.162197,644.162197,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,25,6,6,6,6,0,0,0,0,0,0,Southern,799.9999883,39999.99883
6036,17160,W58B_16_06036,18.40448417,-34.18100918,0,0,64316.41826,64316.41826,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Southern,799.9999883,39999.99883
6042,15711,W58B_17_06042,18.41750032,-34.18107166,2342.948525,2342.948525,2342.948525,2342.948525,1,2,2,2,0,0,0,0,0,0,0,0,51,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,Southern,800.0000185,40000.00185
6044,16970,W58B_17_06044,18.42183904,-34.18109218,3441.371612,3441.371612,3441.371612,3441.371612,61,61,61,61,0,0,0,0,0,0,0,0,0,0,0,0,61,61,61,61,15,15,15,15,0,0,0,0,0,0,Southern,800.0000185,40000.00185
6045,7943,W58B_17_06045,18.4240084,-34.18110238,747.8725419,747.8725419,747.8725419,747.8725419,23,24,24,24,12,12,0,0,0,0,0,0,0,0,12,12,23.6,24.6,24,24,5,6,6,6,1,1,1,0,0,0,Southern,800.0000185,40000.00185
6392,16889,W58A_20_06392,18.39584532,-34.17555803,0,0,563267.6298,563267.6298,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Southern,800.0000185,40000.00185
6425,17229,W18B_16_06425,18.84705968,-34.17694988,1139479.239,1139479.239,1139479.239,1139479.239,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,7.35,7.35,7.35,7.35,1,1,1,1,0,0,0,0,0,0,Helderberg,800.0000185,40000.00185
6524,17123,W58B_17_06524,18.42188822,-34.1738805,0,121838.2963,121838.2963,121838.2963,0,0,0,0,0,3805,3805,3805,0,0,0,0,0,0,0,0,0,190.25,190.25,190.25,0,0,0,0,0,0,0,0,0,0,Southern,800.0000185,40000.00185
6647,17072,W58B_13_06647,18.42840792,-34.17210806,0,0,0,5663.494073,0,0,0,44,0,0,0,0,0,0,0,4944,0,0,0,0,0,0,0,214.4827586,0,0,0,11,0,0,11,0,11,11,Southern,800.0000185,40000.00185
6659,6768,W18B_11_06659,18.84489692,-34.17334115,1139.239086,1139.239086,1139.239086,1139.239086,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Helderberg,799.9999883,39999.99883
6690,17240,W08A_12_06690,18.91214431,-34.17340772,30481123.51,30481123.51,30481123.51,30481123.51,18,18,18,18,31,31,31,31,0,0,0,0,0,0,0,0,19.55,19.55,19.55,19.55,4,4,4,4,0,0,0,0,0,0,Helderberg,800.0000185,40000.00185
6751,16890,W58A_15_06751,18.39371479,-34.1701386,0,0,489490.0162,489490.0162,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Southern,799.9999883,39999.99883
6779,6769,W18B_11_06779,18.84490022,-34.17153815,990.036623,990.036623,990.036623,990.036623,11,11,11,12,0,0,0,0,0,0,0,0,32,74,74,81,11,11,11,12,2,2,2,3,0,0,1,0,1,1,Helderberg,799.9999582,39999.99582
6780,6767,W18B_11_06780,18.84706944,-34.17154087,1034.358114,1034.358114,1034.358114,1034.358114,28,24,25,29,0,0,0,0,0,0,0,0,0,0,0,24,28,24,25,29,7,6,6,7,-1,-1,0,0,1,1,Helderberg,799.9999883,39999.99883
6781,6766,W18B_12_06781,18.84923866,-34.17154355,966.6235465,966.6235465,966.6235465,966.6235465,13,13,13,13,18,18,18,20,0,0,0,0,26,26,26,26,13.9,13.9,13.9,14,3,3,3,3,0,0,0,0,0,0,Helderberg,799.9999883,39999.99883
6782,15068,W18B_12_06782,18.85140788,-34.1715462,896.3081027,896.3081027,896.3081027,896.3081027,3,3,3,3,11,11,11,0,0,0,0,0,0,0,0,27,3.55,3.55,3.55,3,0,0,0,0,0,0,0,0,0,0,Helderberg,799.9999582,39999.99582
6885,15096,W58B_12_06885,18.42409414,-34.16848194,755.9954053,755.9954053,755.9954053,755.9954053,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Southern,800.0000185,40000.00185
6886,7945,W58B_13_06886,18.42626318,-34.1684921,835.7369668,835.7369668,835.7369668,835.7369668,19,20,22,23,21,21,21,21,0,0,0,0,79,79,79,0,20.05,21.05,23.05,24.05,4,5,5,5,1,1,1,0,0,0,Southern,799.9999883,39999.99883
6887,7944,W58B_13_06887,18.42843223,-34.16850222,811.6340832,811.6340832,811.6340832,811.6340832,32,33,33,34,18,18,187,207,0,0,0,0,34,34,34,34,32.9,33.9,42.35,44.35,8,8,8,8,0,0,0,0,0,0,Southern,800.0000185,40000.00185
6888,7949,W58B_13_06888,18.43060127,-34.1685123,1109.296972,1109.296972,1109.296972,1109.296972,7,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,8,1,2,2,2,1,1,1,0,0,0,Southern,800.0000185,40000.00185
6900,6770,W18B_11_06900,18.84707269,-34.16973786,1433.129023,1433.129023,1433.129023,1433.129023,7,7,6,7,0,0,0,0,0,0,0,0,30,87,87,76,7,7,6,7,1,1,1,1,0,0,0,0,0,0,Helderberg,800.0000185,40000.00185
6901,6771,W18B_12_06901,18.84924186,-34.16974055,1544.669053,1544.669053,1544.669053,1544.669053,14,15,16,17,3,0,0,0,0,0,0,0,55,34,34,34,14.15,15,16,17,3,3,4,4,0,1,1,1,1,0,Helderberg,800.0000185,40000.00185
6902,78,W18B_12_06902,18.85141104,-34.16974319,889.1471403,889.1471403,1571.809357,1571.809357,15,17,18,17,0,57,71,71,0,0,0,0,0,48,83,83,15,19.85,21.55,20.55,3,4,4,4,1,1,1,0,0,0,Helderberg,799.9999883,39999.99883
6903,6765,W18B_12_06903,18.85358022,-34.1697458,1510.853306,1510.853306,1510.853306,1510.853306,4,4,4,4,0,0,0,0,0,0,0,0,22,22,22,23,4,4,4,4,1,1,1,1,0,0,0,0,0,0,Helderberg,800.0000185,40000.00185
7005,7948,W58B_12_07005,18.42410639,-34.16667902,734.5726812,734.5726812,734.5726812,734.5726812,9,9,9,9,0,0,0,0,0,0,0,0,9,9,9,0,9,9,9,9,2,2,2,2,0,0,0,0,0,0,Southern,800.0000185,40000.00185
7006,7947,W58B_13_07006,18.42627538,-34.16668918,933.2951848,933.2951848,933.2951848,933.2951848,27,24,25,25,65,65,65,64,0,0,0,0,0,0,0,0,30.25,27.25,28.25,28.2,6,6,6,6,0,0,0,0,0,0,Southern,799.9999883,39999.99883
7007,7946,W58B_13_07007,18.42844438,-34.1666993,1029.41678,1029.41678,1029.41678,1029.41678,23,23,23,26,9,9,9,30,0,0,0,0,0,0,0,0,23.45,23.45,23.45,27.5,5,5,5,6,0,0,1,0,1,1,Southern,800.0000185,40000.00185
7008,7950,W58B_13_07008,18.43061338,-34.16670938,991.4995811,991.4995811,991.4995811,991.4995811,38,38,37,39,32,55,55,60,0,0,0,52,129,129,129,93,39.6,40.75,39.75,43.79310345,9,9,9,9,0,0,0,0,0,0,Southern,800.0000185,40000.00185
7022,6773,W18B_12_07022,18.8514142,-34.16794019,688.4425573,688.4425573,688.4425573,688.4425573,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Helderberg,799.9999883,39999.99883
7023,6772,W18B_12_07023,18.85358333,-34.16794279,949.7322941,949.7322941,949.7322941,949.7322941,13,13,14,15,0,30,30,0,0,0,0,0,43,16,16,16,13,14.5,15.5,15,3,3,3,3,0,0,0,0,0,0,Helderberg,800.0000185,40000.00185
7024,6717,W18B_12_07024,18.85575246,-34.16794536,1088.944808,1088.944808,1088.944808,1088.944808,22,24,27,26,0,47,47,47,0,0,0,0,88,127,127,115,22,26.35,29.35,28.35,5,6,6,6,1,1,1,0,0,0,Helderberg,800.0000185,40000.00185
7025,6760,W18B_12_07025,18.85792159,-34.16794789,1639.458783,1639.458783,1639.458783,1639.458783,12,12,11,12,0,0,0,0,0,0,0,0,0,0,0,69,12,12,11,12,3,3,2,3,0,-1,0,-1,0,1,Helderberg,799.9999883,39999.99883
7026,6761,W18B_13_07026,18.86009072,-34.16795038,1075.548129,1075.548129,1075.548129,1075.548129,7,8,8,8,20,20,20,20,0,0,0,0,15,15,15,15,8,9,9,9,1,2,2,2,1,1,1,0,0,0,Helderberg,800.0000185,40000.00185
7127,8327,W58B_13_07127,18.42845653,-34.16489637,0,962.174158,962.174158,962.174158,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,Southern,799.9999883,39999.99883
7128,7951,W58B_13_07128,18.43062548,-34.16490645,1008.668296,1008.668296,1008.668296,1008.668296,25,25,26,28,50,50,50,89,0,0,0,0,30,30,30,30,27.5,27.5,28.5,32.45,6,6,6,7,0,0,1,0,1,1,Southern,799.9999883,39999.99883
7144,6727,W18B_12_07144,18.85575553,-34.16614235,401.6465246,401.6465246,401.6465246,401.6465246,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Helderberg,799.9999883,39999.99883
7145,6736,W18B_12_07145,18.85792461,-34.16614488,1037.52132,1037.52132,1622.735787,1622.735787,19,18,21,23,51,51,100,111,0,0,0,0,130,130,109,161,21.55,20.55,26,28.55,4,4,5,5,0,1,1,1,1,0,Helderberg,799.9999582,39999.99582
7146,6762,W18B_13_07146,18.86009369,-34.16614738,1457.277268,1457.277268,1457.277268,1457.277268,33,32,33,35,104,144,144,170,0,0,0,0,43,26,26,77,38.2,39.2,40.2,43.5,8,8,8,8,0,0,0,0,0,0,Helderberg,799.9999883,39999.99883
7147,6763,W18B_13_07147,18.86226278,-34.16614983,1074.038834,1074.038834,1074.038834,1074.038834,14,14,14,12,0,0,0,0,0,0,0,0,0,0,0,48,14,14,14,12,3,3,3,3,0,0,0,0,0,0,Helderberg,799.9999883,39999.99883
7149,6849,W18B_13_07149,18.86660095,-34.16615462,1774.322538,1774.322538,1774.322538,1774.322538,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Helderberg,799.9999883,39999.99883
7246,8303,W58B_07_07246,18.41545527,-34.16303216,357.2250424,357.2250424,357.2250424,357.2250424,14,14,14,14,0,0,0,12,0,0,0,0,0,0,0,0,14,14,14,14.6,3,3,3,3,0,0,0,0,0,0,Southern,800.0000185,40000.00185
7247,8302,W58B_07_07247,18.41762417,-34.16304247,690.4289056,690.4289056,690.4289056,690.4289056,13,13,13,17,0,0,0,59,0,0,0,0,0,0,0,31,13,13,13,19.95,3,3,3,4,0,0,1,0,1,1,Southern,800.0000185,40000.00185
7252,8326,W58B_08_07252,18.42846868,-34.16309345,2176.8606,2176.8606,2176.8606,2176.8606,6,6,6,8,0,0,0,0,0,0,0,0,59,59,59,59,6,6,6,8,1,1,1,2,0,0,1,0,1,1,Southern,800.0000185,40000.00185
7253,7952,W58B_08_07253,18.43063759,-34.16310353,853.5570904,885.9834308,885.9834308,885.9834308,31,34,35,40,0,40,40,40,0,0,0,0,27,93,93,116,31,36,37,42,7,8,8,10,1,1,3,0,2,2,Southern,800.0000185,40000.00185
7266,15067,W18B_08_07266,18.86009667,-34.16434437,5525.414453,5525.414453,5525.414453,24666.94017,39,39,41,46,0,0,0,4081,0,0,0,0,0,0,0,0,39,39,41,250.05,9,9,10,11,0,1,2,1,2,1,Helderberg,800.0000185,40000.00185
7267,6742,W18B_08_07267,18.86226571,-34.16434682,1279.719056,1279.719056,1279.719056,1279.719056,36,38,39,42,17,93,57,37,0,0,0,0,58,27,27,79,36.85,42.65,41.85,43.85,9,9,9,10,0,0,1,0,1,1,Helderberg,800.0000185,40000.00185
7268,6749,W18B_08_07268,18.86443475,-34.16434924,2402.949092,2402.949092,2402.949092,2402.949092,44,45,44,51,0,16,16,55,0,0,0,0,23,39,39,148,44,45.8,44.8,53.75,11,11,11,12,0,0,1,0,1,1,Helderberg,799.9999883,39999.99883
7269,6758,W18B_08_07269,18.86660378,-34.16435161,3157.326482,3157.326482,3157.326482,3157.326482,22,22,21,24,0,0,0,33,0,0,0,0,0,0,0,115,22,22,21,25.65,5,5,5,6,0,0,1,0,1,1,Helderberg,800.0000185,40000.00185
7270,6713,W18B_08_07270,18.86877282,-34.16435395,8073.641956,8073.641956,8073.641956,8073.641956,9,9,9,7,0,0,0,13,0,0,0,0,0,0,0,0,9,9,9,7.65,2,2,2,1,0,0,-1,0,-1,-1,Helderberg,800.0000185,40000.00185
7271,6779,W18B_09_07271,18.87094186,-34.16435625,1035.636054,1035.636054,1035.636054,1035.636054,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,1,1,1,1,0,0,0,0,0,0,Helderberg,800.0000185,40000.00185
7358,17128,W58A_09_07358,18.38727272,-34.16109173,0,2819198.538,2819198.538,2819198.538,0,0,0,8,0,0,0,0,0,10307,10307,10303,0,0,0,0,0,355.4137931,355.4137931,363.2758621,0,0,0,2,0,0,2,0,2,2,Southern,800.0000185,40000.00185
7366,17166,W58B_06_07366,18.40462345,-34.16117712,0,0,0,477872.1118,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,33,0,0,33,0,33,33,Southern,799.9999883,39999.99883
7377,8328,W58B_08_07377,18.42848083,-34.16129052,745.060582,745.060582,745.060582,745.060582,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,Southern,800.0000185,40000.00185
7378,7953,W58B_08_07378,18.43064969,-34.1613006,1055.115844,1055.115844,1055.115844,1055.115844,17,22,22,22,0,59,59,59,0,0,0,0,0,57,57,57,17,24.95,24.95,24.95,4,5,5,5,1,1,1,0,0,0,Southern,800.0000185,40000.00185
7392,15070,W18B_08_07392,18.86226863,-34.16254381,659.4061742,659.4061742,659.4061742,659.4061742,1,1,1,1,0,0,0,0,0,0,0,0,23,23,23,23,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Helderberg,800.0000185,40000.00185
7393,6786,W18B_08_07393,18.86443763,-34.16254623,4952.679921,4952.679921,4952.679921,4952.679921,12,12,12,16,0,17,17,17,0,0,0,0,35,35,35,35,12,12.85,12.85,16.85,3,3,3,4,0,0,1,0,1,1,Helderberg,799.9999883,39999.99883
7394,6752,W18B_08_07394,18.86660662,-34.1625486,4307.266906,4307.266906,4307.266906,4307.266906,55,54,55,56,83,83,83,118,0,0,0,0,85,67,67,147,59.15,58.15,59.15,61.9,13,13,13,14,0,0,1,0,1,1,Helderberg,800.0000185,40000.00185
